,PASSENGERID,SURVIVED,SEX,AGE,FARE,NEW_CABIN_BOOL,NEW_NAME_COUNT,NEW_NAME_DR,NEW_AGE_PCLASS,NEW_IS_ALONE,PCLASS_1,PCLASS_2,PCLASS_3,SIBSP_0,SIBSP_1,SIBSP_2,SIBSP_3,SIBSP_4,SIBSP_5,SIBSP_8,PARCH_0,PARCH_1,PARCH_2,PARCH_3,PARCH_4,PARCH_5,PARCH_6,EMBARKED_C,EMBARKED_Q,EMBARKED_S,NEW_NAME_WORD_COUNT_3,NEW_NAME_WORD_COUNT_4,NEW_NAME_WORD_COUNT_5,NEW_NAME_WORD_COUNT_6,NEW_NAME_WORD_COUNT_7,NEW_NAME_WORD_COUNT_8,NEW_NAME_WORD_COUNT_9,NEW_NAME_WORD_COUNT_14,NEW_TITLE_Master,NEW_TITLE_Miss,NEW_TITLE_Mr,NEW_TITLE_Mrs,NEW_TITLE_Rare,NEW_FAMILY_SIZE_1,NEW_FAMILY_SIZE_2,NEW_FAMILY_SIZE_3,NEW_FAMILY_SIZE_4,NEW_FAMILY_SIZE_5,NEW_FAMILY_SIZE_6,NEW_FAMILY_SIZE_7,NEW_FAMILY_SIZE_8,NEW_FAMILY_SIZE_11,NEW_AGE_CAT_mature,NEW_AGE_CAT_senior,NEW_AGE_CAT_young,NEW_SEX_CAT_maturefemale,NEW_SEX_CAT_maturemale,NEW_SEX_CAT_seniorfemale,NEW_SEX_CAT_seniormale
83,84,0,1,-0.10166080623472265,1.1261867537733323,0,-0.43667536574951527,0,-1.0964707103188465,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
84,85,1,0,-0.9431195098629981,-0.661784506956406,0,-0.9248532213113948,0,-0.9128455783913217,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
85,86,1,0,0.28082042268722074,-0.4004280521776055,0,2.248302839840822,0,1.0764266841568622,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
86,87,0,1,-1.0196157556473868,0.5045492047901105,0,-0.5587198296399851,0,-0.4843869372270976,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
87,88,0,1,0.0513316853340547,-0.7814711077429595,0,0.29559141759330404,0,0.8009889862655751,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
88,89,1,0,-0.48414203515666604,2.0316232164746784,1,-0.07054197407810561,0,-1.2494916535917837,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
89,90,0,1,-0.40764578937227736,-0.7814711077429595,0,-0.5587198296399851,0,0.2501135904830011,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
90,91,0,1,-0.025164560450333974,-0.7814711077429595,0,-0.8028087574209248,0,0.7091764203018127,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
91,92,0,1,-0.7136307725098321,-0.7910362654711258,0,-0.07054197407810561,0,-0.11713667337204822,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
92,93,0,1,1.2752716178842736,1.8137740623736347,1,0.051502489812364265,0,-0.5455953145362724,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
93,94,0,1,-0.2546532978035,-0.16960389351782373,0,-0.43667536574951527,0,0.43373872241052575,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
94,95,0,1,2.2697228130813265,-0.8205524467753036,0,-1.1689421490923344,0,3.4635533992146827,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
95,96,0,1,0.0513316853340547,-0.7814711077429595,0,0.051502489812364265,0,0.8009889862655751,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
96,97,0,1,2.7143572417030857,0.5181885921123986,1,-0.1925864379685755,0,0.030145984528153848,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
97,98,1,1,-0.48414203515666604,1.9204319217602805,1,0.5396803453742438,0,-1.2494916535917837,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
98,99,1,0,0.3573166684716094,-0.051138584576030925,0,1.149902664826593,0,0.12769683586465133,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
99,100,0,1,0.3573166684716094,0.0954164367952591,0,-1.1689421490923344,0,0.12769683586465133,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
100,101,0,0,-0.10166080623472265,-0.7890040358414437,0,-0.43667536574951527,0,0.6173638543380504,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
101,102,0,1,0.0513316853340547,-0.7890040358414437,0,0.6617248092647137,0,0.8009889862655751,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
102,103,0,1,-0.6371345267254434,2.0316232164746784,1,-0.1925864379685755,0,-1.3107000309009587,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
103,104,0,1,0.28082042268722074,-0.7519549264387818,0,-0.07054197407810561,0,1.0764266841568622,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
104,105,0,1,0.5868054058247755,-0.7875775669667633,0,0.4176358814837739,0,1.4436769480119114,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
105,106,0,1,-0.10166080623472265,-0.7890040358414437,0,-0.680764293530455,0,0.6173638543380504,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
106,107,1,0,-0.6371345267254434,-0.8010117772591314,0,0.6617248092647137,0,-0.025324107408285897,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
107,108,1,1,0.0513316853340547,-0.7949053180353277,0,-0.5587198296399851,0,0.8009889862655751,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
108,109,0,1,0.6633016516091641,-0.7890040358414437,0,-1.4130310768732743,0,1.5354895139756737,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
109,110,1,0,-0.6371345267254434,0.005040840282963516,0,-0.9248532213113948,0,-0.025324107408285897,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
110,111,0,1,1.3517678636686623,1.3655599553464393,1,0.4176358814837739,0,-0.514991125881685,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
111,112,0,0,-1.1343601243239698,-0.46861521845428766,0,-0.8028087574209248,0,-0.622105786172741,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
112,113,0,1,-0.5606382809410547,-0.7814711077429595,0,-0.5587198296399851,0,0.06648845855547644,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
113,114,0,0,-0.7136307725098321,-0.6947593867649463,0,-0.43667536574951527,0,-0.11713667337204822,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
114,115,0,0,-0.9431195098629981,-0.46841492659174694,0,-0.680764293530455,0,-0.3925743712633352,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
115,116,0,1,-0.6371345267254434,-0.7875775669667633,0,-0.680764293530455,0,-0.025324107408285897,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
116,117,0,1,2.7143572417030857,-0.7961266098800885,0,-0.8028087574209248,0,3.9972139388790513,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
117,118,0,1,-0.025164560450333974,-0.14884193215689093,0,0.5396803453742438,0,-0.1783450506812231,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
118,119,0,1,-0.40764578937227736,2.0316232164746784,1,-0.31463090185904535,0,-1.2188874649371961,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
119,120,0,0,-2.0905631966288283,0.35310901603977735,0,0.7837692731551835,0,-1.7697628607197702,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
120,121,0,1,-0.6371345267254434,2.0316232164746784,0,0.051502489812364265,0,-0.6680120691546222,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
121,122,0,1,0.0513316853340547,-0.7814711077429595,0,-0.07054197407810561,0,0.8009889862655751,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
122,123,0,1,0.2425722997950264,0.2942818304613415,0,-0.8028087574209248,0,0.03588426990088899,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
123,124,1,0,0.2425722997950264,-0.539655322480331,1,-0.9248532213113948,0,0.03588426990088899,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
124,125,0,1,1.887241584159383,2.0316232164746784,1,0.051502489812364265,0,-0.3007618052995729,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
125,126,1,1,-1.3256007387849416,-0.6255512205060441,0,0.17354695370283416,0,-0.8516372010821469,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
126,127,0,1,0.0513316853340547,-0.7961266098800885,0,-0.9248532213113948,0,0.8009889862655751,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
127,128,1,1,-0.40764578937227736,-0.8258430830468071,0,-0.1925864379685755,0,0.2501135904830011,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
128,129,1,0,-0.6371345267254434,-0.08248670364734986,1,-1.1689421490923344,0,-0.025324107408285897,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
129,130,0,1,1.1987753720998848,-0.8339866570676719,0,-1.0468976852018645,0,2.1781774757220105,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
130,131,0,1,0.28082042268722074,-0.7890040358414437,0,-0.8028087574209248,1,1.0764266841568622,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
131,132,0,1,-0.7136307725098321,-0.8303227815333896,0,0.4176358814837739,0,-0.11713667337204822,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
132,133,0,0,1.3517678636686623,-0.466377811794686,0,2.248302839840822,0,2.361802607649535,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
133,134,1,0,-0.025164560450333974,0.0954164367952591,0,2.248302839840822,0,-0.1783450506812231,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
134,135,0,1,-0.3311495435878887,-0.539655322480331,0,0.4176358814837739,0,-0.4231785599179227,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
135,136,0,1,-0.48414203515666604,-0.4397145682398693,0,-1.0468976852018645,0,-0.5455953145362724,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
136,137,1,0,-0.7901270182942207,0.10925611598008794,1,0.17354695370283416,0,-1.3719084082101334,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
137,138,0,1,0.5868054058247755,1.4192967965159125,1,0.051502489812364265,0,-0.8210330124275594,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
138,139,0,1,-1.0196157556473868,-0.7244758599316649,0,-0.9248532213113948,0,-0.4843869372270976,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
139,140,0,1,-0.40764578937227736,2.0316232164746784,1,-1.0468976852018645,0,-1.2188874649371961,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
140,141,0,0,0.4338129142559981,-0.42994423348178334,0,0.29559141759330404,0,1.2600518160843868,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
141,142,1,0,-0.5606382809410547,-0.7961266098800885,0,-0.31463090185904535,0,0.06648845855547644,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
142,143,1,0,-0.40764578937227736,-0.4004280521776055,0,2.248302839840822,0,0.2501135904830011,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
143,144,0,1,-0.7901270182942207,-0.8449782836705185,0,-0.9248532213113948,0,-0.20894923933581055,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
144,145,0,1,-0.8666232640786095,-0.612932833165976,0,-0.07054197407810561,0,-0.8516372010821469,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
145,146,0,1,-0.7901270182942207,0.6205719300423816,0,0.17354695370283416,0,-0.790428823772972,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
146,147,1,1,-0.17815705201911133,-0.7938892032204868,0,2.126258375950352,0,0.5255512883742881,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
147,148,0,0,-1.5550894761381076,0.5045492047901105,0,0.6617248092647137,0,-1.1270748989734338,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
148,149,0,1,0.5485572829325811,0.0954164367952591,1,1.6380805203884727,0,0.28071777913758855,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
149,150,0,1,0.9692866347467188,-0.539655322480331,0,0.7837692731551835,0,0.6173638543380504,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
150,151,0,1,1.657752846806217,-0.5628598675307852,0,-0.07054197407810561,0,1.1682392501206245,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
151,152,1,0,-0.5606382809410547,2.0316232164746784,1,0.7837692731551835,0,-1.280095842246371,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
152,153,0,1,2.001985952835966,-0.7814711077429595,0,-1.2909866129828045,0,3.142209418341515,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
153,154,0,1,0.8545422660701358,-0.466377811794686,0,0.5396803453742438,0,1.7650209288850796,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
154,155,0,1,0.0513316853340547,-0.8174992171634017,0,-0.680764293530455,0,0.8009889862655751,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
155,156,0,1,1.657752846806217,1.8237495741616405,0,0.051502489812364265,0,-0.3925743712633352,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
156,157,1,0,-1.0196157556473868,-0.7969424328323887,0,0.6617248092647137,0,-0.4843869372270976,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
157,158,0,1,0.0513316853340547,-0.7814711077429595,0,-1.4130310768732743,0,0.8009889862655751,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
158,159,0,1,0.0513316853340547,-0.7515494575463212,0,-0.9248532213113948,0,0.8009889862655751,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
159,160,0,1,-1.9758188279522453,2.0316232164746784,0,-0.07054197407810561,0,-1.6320440117741266,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
160,161,0,1,1.122279126315496,-0.3882151337299979,0,-0.31463090185904535,0,2.086364909758248,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
161,162,1,0,0.8162941431779415,-0.4053132195566485,0,2.248302839840822,0,0.49494709971970063,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
162,163,0,1,-0.2546532978035,-0.7949053180353277,0,-0.07054197407810561,0,0.43373872241052575,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
163,164,0,1,-0.9431195098629981,-0.7515494575463212,0,-1.4130310768732743,0,-0.3925743712633352,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
164,165,0,1,-2.167059442413217,0.7640737218017698,0,0.17354695370283416,0,-1.8615754266835325,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
165,166,1,1,-1.5550894761381076,-0.17204647720734526,0,2.248302839840822,0,-1.1270748989734338,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
166,167,1,0,0.4338129142559981,1.5121149767177293,1,1.393991592607533,0,-0.8822413897367344,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
167,168,0,0,1.1987753720998848,0.18823461699707605,0,2.248302839840822,0,2.1781774757220105,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
168,169,0,1,0.0513316853340547,0.09175256126097689,0,-0.9248532213113948,0,-1.0352623330096715,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
169,170,0,1,-0.10166080623472265,1.5851873103734548,0,-1.657120004654214,0,0.6173638543380504,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
170,171,0,1,2.4227153046501035,0.4618039902234842,1,-0.1925864379685755,0,-0.08653248471746078,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
